City,Users,New.Users,Sessions,Bounce.Rate,Pages...Session,Avg..Session.Duration,Goal.Conversion.Rate,Goal.Completions,Goal.Value,Date
Carrollton,1,0,1,0.00%,8,0:11:49,0.00%,0,$0.00 ,20181125
Fort Worth,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Gloucester County,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Norfolk,1,0,1,0.00%,3,0:00:39,0.00%,0,$0.00 ,20181125
Virginia Beach,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Seattle,1,1,2,0.00%,6.5,0:16:31,0.00%,0,$0.00 ,20181125
Brentwood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
Brookhaven,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181125
Candler-McAfee,1,0,1,0.00%,2,0:19:36,0.00%,0,$0.00 ,20181125
Friendly,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 ,20181125
Marvin,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181125
North Druid Hills,1,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 ,20181125
,399,130,519,47.98%,2.11,0:02:58,0.00%,0,$0.00 ,20181125
Durham,180,60,245,41.22%,2.6,0:03:28,0.00%,0,$0.00 ,20181202
Charlotte,39,20,60,41.67%,3.07,0:03:36,0.00%,0,$0.00 ,20181202
Raleigh,36,12,49,42.86%,2.71,0:03:21,0.00%,0,$0.00 ,20181202
Atlanta,18,8,19,57.89%,2.42,0:01:22,0.00%,0,$0.00 ,20181202
Franklin,11,6,19,57.89%,1.42,0:03:21,0.00%,0,$0.00 ,20181202
Cary,6,1,6,33.33%,4,0:05:44,0.00%,0,$0.00 ,20181202
Creedmoor,6,2,16,56.25%,1.5,0:01:22,0.00%,0,$0.00 ,20181202
Sylva,5,1,5,60.00%,2.6,0:01:07,0.00%,0,$0.00 ,20181202
Huntersville,3,3,3,0.00%,7,0:13:51,0.00%,0,$0.00 ,20181202
Knightdale,3,1,3,33.33%,2.33,0:00:24,0.00%,0,$0.00 ,20181202
Mebane,3,0,7,57.14%,1.71,0:03:29,0.00%,0,$0.00 ,20181202
Winston-Salem,3,2,6,66.67%,2,0:03:04,0.00%,0,$0.00 ,20181202
Virginia Beach,3,0,3,66.67%,1.67,0:00:50,0.00%,0,$0.00 ,20181202
(not set),2,1,2,50.00%,2,0:05:47,0.00%,0,$0.00 ,20181202
Washington,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Miami,2,0,3,33.33%,2.67,0:04:55,0.00%,0,$0.00 ,20181202
Carrboro,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Henderson,2,1,4,50.00%,2.5,0:02:24,0.00%,0,$0.00 ,20181202
Hillsborough,2,0,9,22.22%,5.67,0:10:28,0.00%,0,$0.00 ,20181202
Sanford,2,1,2,0.00%,3,0:04:17,0.00%,0,$0.00 ,20181202
Wake Forest,2,0,3,0.00%,2.33,0:06:36,0.00%,0,$0.00 ,20181202
Philadelphia,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Potomac Falls,2,2,4,75.00%,1.75,0:03:03,0.00%,0,$0.00 ,20181202
Corona,1,0,1,0.00%,2,0:16:52,0.00%,0,$0.00 ,20181202
Los Angeles,1,1,1,0.00%,4,0:12:55,0.00%,0,$0.00 ,20181202
Phelan,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Middletown,1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 ,20181202
Tampa,1,1,1,0.00%,2,0:03:15,0.00%,0,$0.00 ,20181202
Winter Haven,1,1,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 ,20181202
Cumming,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Forsyth,1,1,1,0.00%,2,0:00:21,0.00%,0,$0.00 ,20181202
Lawrenceville,1,0,3,33.33%,1.67,0:00:52,0.00%,0,$0.00 ,20181202
Marietta,1,0,2,0.00%,2.5,0:01:25,0.00%,0,$0.00 ,20181202
Suwanee,1,1,2,50.00%,2,0:00:28,0.00%,0,$0.00 ,20181202
Chicago,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Ann Arbor,1,0,4,50.00%,2.5,0:11:16,0.00%,0,$0.00 ,20181202
Chapel Hill,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Elizabeth City,1,1,2,0.00%,3,0:16:22,0.00%,0,$0.00 ,20181202
Fayetteville,1,0,3,0.00%,4.33,0:02:47,0.00%,0,$0.00 ,20181202
Graham,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Greensboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
High Point,1,0,2,50.00%,2.5,0:12:07,0.00%,0,$0.00 ,20181202
Hope Mills,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Jacksonville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Mars Hill,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181202
Oxford,1,0,2,50.00%,8.5,0:18:50,0.00%,0,$0.00 ,20181202
Rockingham,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 ,20181202
Roxboro,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Williamston,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Wilmington,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Jersey City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
New York,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Newburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Dublin,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Youngstown,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Portland,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Blythewood,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Columbia,1,0,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 ,20181202
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
North Charleston,1,1,3,33.33%,6.33,0:10:42,0.00%,0,$0.00 ,20181202
Dallas,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181202
Fort Worth,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Longview,1,0,2,50.00%,1.5,0:01:07,0.00%,0,$0.00 ,20181202
Waco,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Annandale,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Charlottesville,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Norfolk,1,0,1,0.00%,14,0:48:54,0.00%,0,$0.00 ,20181202
Spotsylvania Courthouse,1,1,2,50.00%,1.5,0:00:07,0.00%,0,$0.00 ,20181202
Fairmont,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
North Druid Hills,1,0,1,0.00%,3,0:21:05,0.00%,0,$0.00 ,20181202
Sandy Springs,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181202
Saint Charles,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181202
,386,147,545,45.69%,2.58,0:03:33,0.00%,0,$0.00 ,20181202
Durham,78,32,94,40.43%,2.13,0:02:25,0.00%,0,$0.00 ,20181209
Charlotte,19,9,22,50.00%,1.82,0:01:57,0.00%,0,$0.00 ,20181209
Raleigh,11,1,17,47.06%,2.18,0:03:17,0.00%,0,$0.00 ,20181209
Chapel Hill,6,3,8,50.00%,1.88,0:01:20,0.00%,0,$0.00 ,20181209
Franklin,5,3,6,33.33%,3,0:02:15,0.00%,0,$0.00 ,20181209
Greensboro,3,1,4,50.00%,1.5,0:00:04,0.00%,0,$0.00 ,20181209
Smithfield,3,1,5,60.00%,2,0:00:37,0.00%,0,$0.00 ,20181209
Wake Forest,3,2,4,0.00%,5.5,0:09:30,0.00%,0,$0.00 ,20181209
Atlanta,2,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 ,20181209
Apex,2,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181209
Burlington,2,0,2,50.00%,2,0:17:08,0.00%,0,$0.00 ,20181209
Cary,2,0,2,50.00%,1.5,0:00:07,0.00%,0,$0.00 ,20181209
Mebane,2,1,4,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181209
Winston-Salem,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
New York,2,1,2,50.00%,2,0:00:29,0.00%,0,$0.00 ,20181209
London,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Daphne,1,0,3,66.67%,1.33,0:00:04,0.00%,0,$0.00 ,20181209
Marietta,1,0,3,0.00%,3,0:00:46,0.00%,0,$0.00 ,20181209
Chicago,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Emporia,1,0,1,0.00%,3,0:00:15,0.00%,0,$0.00 ,20181209
Mayfield,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Detroit,1,1,1,0.00%,2,0:01:11,0.00%,0,$0.00 ,20181209
Black Mountain,1,0,2,0.00%,2,0:09:20,0.00%,0,$0.00 ,20181209
Clayton,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Creedmoor,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 ,20181209
Greenville,1,1,1,0.00%,3,0:28:53,0.00%,0,$0.00 ,20181209
Hillsborough,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Knightdale,1,0,4,50.00%,1.5,0:00:26,0.00%,0,$0.00 ,20181209
Mocksville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Oxford,1,0,2,50.00%,2.5,0:18:53,0.00%,0,$0.00 ,20181209
Rocky Mount,1,1,1,0.00%,2,0:02:12,0.00%,0,$0.00 ,20181209
Sylva,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181209
Welcome,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Whitsett,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Youngstown,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Philadelphia,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Andrews,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Blythewood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Dallas,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
El Paso,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Houston,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Annandale,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 ,20181209
Charlottesville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Sterling,1,0,1,0.00%,2,0:18:05,0.00%,0,$0.00 ,20181209
Virginia Beach,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Forest Acres,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
Myrtle Grove,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181209
,175,70,221,47.06%,2,0:02:26,0.00%,0,$0.00 ,20181209
Durham,182,68,240,49.58%,2.35,0:02:31,0.00%,0,$0.00 ,20181216
Charlotte,46,13,74,45.95%,3.78,0:05:20,0.00%,0,$0.00 ,20181216
Raleigh,36,16,47,48.94%,2.19,0:03:34,0.00%,0,$0.00 ,20181216
Atlanta,17,7,24,50.00%,1.75,0:02:52,0.00%,0,$0.00 ,20181216
Franklin,13,5,16,50.00%,1.81,0:02:41,0.00%,0,$0.00 ,20181216
Chapel Hill,7,3,10,20.00%,3.2,0:06:23,0.00%,0,$0.00 ,20181216
Cary,6,1,8,37.50%,2,0:00:47,0.00%,0,$0.00 ,20181216
(not set),5,4,5,60.00%,1.4,0:00:06,0.00%,0,$0.00 ,20181216
Mebane,5,1,6,33.33%,2,0:06:07,0.00%,0,$0.00 ,20181216
Hillsborough,4,0,7,71.43%,2,0:02:55,0.00%,0,$0.00 ,20181216
Wake Forest,4,2,4,50.00%,1.75,0:01:52,0.00%,0,$0.00 ,20181216
Winston-Salem,4,2,4,50.00%,2.25,0:16:06,0.00%,0,$0.00 ,20181216
Chicago,3,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Creedmoor,3,2,4,0.00%,3,0:02:01,0.00%,0,$0.00 ,20181216
Henderson,3,3,3,66.67%,1.67,0:01:07,0.00%,0,$0.00 ,20181216
San Francisco,2,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Washington,2,2,3,66.67%,1.67,0:02:45,0.00%,0,$0.00 ,20181216
Burlington,2,1,2,50.00%,2.5,0:00:32,0.00%,0,$0.00 ,20181216
Greenville,2,2,3,0.00%,5.33,0:20:54,0.00%,0,$0.00 ,20181216
Knightdale,2,0,3,33.33%,3.33,0:00:43,0.00%,0,$0.00 ,20181216
Oxford,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Ashburn,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Norfolk,2,1,2,50.00%,1.5,0:11:09,0.00%,0,$0.00 ,20181216
Phenix City,1,1,1,0.00%,2,0:00:44,0.00%,0,$0.00 ,20181216
Corona,1,0,1,0.00%,4,0:01:01,0.00%,0,$0.00 ,20181216
Hialeah,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Perry,1,0,1,0.00%,2,0:01:11,0.00%,0,$0.00 ,20181216
Winter Haven,1,1,1,0.00%,10,0:32:35,0.00%,0,$0.00 ,20181216
Conyers,1,1,3,33.33%,2,0:00:21,0.00%,0,$0.00 ,20181216
LaGrange,1,0,1,0.00%,5,0:13:28,0.00%,0,$0.00 ,20181216
Macon,1,1,1,0.00%,3,0:00:44,0.00%,0,$0.00 ,20181216
Louisville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Hyattsville,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181216
Upper Marlboro,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 ,20181216
Black Mountain,1,0,1,0.00%,2,0:01:31,0.00%,0,$0.00 ,20181216
Carrboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Clayton,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Fayetteville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Garner,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 ,20181216
Graham,1,0,2,50.00%,1.5,0:00:33,0.00%,0,$0.00 ,20181216
Greensboro,1,0,1,0.00%,3,0:05:26,0.00%,0,$0.00 ,20181216
King,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Murphy,1,0,1,0.00%,4,0:03:54,0.00%,0,$0.00 ,20181216
Otto,1,0,3,66.67%,2.33,0:00:40,0.00%,0,$0.00 ,20181216
Rocky Mount,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Sanford,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Swansboro,1,0,1,0.00%,4,0:16:11,0.00%,0,$0.00 ,20181216
Sylva,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Whiteville,1,1,1,0.00%,6,0:03:27,0.00%,0,$0.00 ,20181216
Wilmington,1,1,2,50.00%,2.5,0:00:39,0.00%,0,$0.00 ,20181216
New York,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Newburgh,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
New Kensington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Philadelphia,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Plymouth Meeting,1,1,1,0.00%,2,0:00:13,0.00%,0,$0.00 ,20181216
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Memphis,1,1,1,0.00%,2,0:00:52,0.00%,0,$0.00 ,20181216
Carrollton,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181216
Frisco,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Tyler,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Charlottesville,1,0,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 ,20181216
Hampton,1,0,5,40.00%,3,0:01:14,0.00%,0,$0.00 ,20181216
Carolina Shores,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181216
Panthersville,1,1,1,0.00%,2,0:04:25,0.00%,0,$0.00 ,20181216
,396,155,531,49.15%,2.45,0:03:10,0.00%,0,$0.00 ,20181216
Durham,164,68,336,35.12%,3.22,0:04:30,0.00%,0,$0.00 ,20181223
Charlotte,49,14,70,37.14%,3.4,0:04:57,0.00%,0,$0.00 ,20181223
Raleigh,22,6,47,40.43%,4.45,0:07:05,0.00%,0,$0.00 ,20181223
Atlanta,13,6,38,47.37%,2.45,0:01:44,0.00%,0,$0.00 ,20181223
Franklin,8,4,14,21.43%,3.79,0:09:04,0.00%,0,$0.00 ,20181223
Birmingham,6,5,7,42.86%,2.43,0:00:34,0.00%,0,$0.00 ,20181223
Chapel Hill,6,4,12,58.33%,3.33,0:06:00,0.00%,0,$0.00 ,20181223
Columbus,5,4,5,40.00%,2,0:00:16,0.00%,0,$0.00 ,20181223
Cary,5,2,14,35.71%,2.71,0:05:56,0.00%,0,$0.00 ,20181223
Mebane,5,2,6,66.67%,2.33,0:01:12,0.00%,0,$0.00 ,20181223
Winston-Salem,5,2,7,71.43%,1.43,0:00:55,0.00%,0,$0.00 ,20181223
Creedmoor,3,2,7,28.57%,2.57,0:02:55,0.00%,0,$0.00 ,20181223
Currituck,3,1,5,20.00%,7.2,0:11:25,0.00%,0,$0.00 ,20181223
Greensboro,3,3,5,60.00%,2.8,0:02:49,0.00%,0,$0.00 ,20181223
Wake Forest,3,2,9,33.33%,2.78,0:02:14,0.00%,0,$0.00 ,20181223
Tega Cay,3,3,3,66.67%,2,0:00:56,0.00%,0,$0.00 ,20181223
Tysons,3,1,6,50.00%,2.67,0:05:18,0.00%,0,$0.00 ,20181223
New Orleans,2,1,4,50.00%,3,0:09:42,0.00%,0,$0.00 ,20181223
Detroit,2,0,2,0.00%,3,0:15:24,0.00%,0,$0.00 ,20181223
Senatobia,2,1,4,0.00%,3.25,0:04:43,0.00%,0,$0.00 ,20181223
Philadelphia,2,0,2,50.00%,3,0:08:19,0.00%,0,$0.00 ,20181223
Dallas,2,1,6,50.00%,3.5,0:01:52,0.00%,0,$0.00 ,20181223
Houston,2,2,3,0.00%,3.67,0:01:15,0.00%,0,$0.00 ,20181223
Washington,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 ,20181223
New Castle,1,0,1,0.00%,5,0:03:30,0.00%,0,$0.00 ,20181223
Orlando,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Hiram,1,0,1,0.00%,5,0:24:22,0.00%,0,$0.00 ,20181223
Pontotoc,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Black Mountain,1,0,3,33.33%,2,0:01:08,0.00%,0,$0.00 ,20181223
Brasstown,1,0,2,0.00%,4,0:05:02,0.00%,0,$0.00 ,20181223
Burlington,1,0,3,66.67%,1.33,0:00:05,0.00%,0,$0.00 ,20181223
Carrboro,1,0,1,0.00%,2,0:06:10,0.00%,0,$0.00 ,20181223
Fayetteville,1,0,1,0.00%,3,0:00:31,0.00%,0,$0.00 ,20181223
Henderson,1,1,4,0.00%,4.25,0:00:58,0.00%,0,$0.00 ,20181223
Hillsborough,1,1,1,0.00%,3,0:00:28,0.00%,0,$0.00 ,20181223
Holly Ridge,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Kernersville,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Knightdale,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 ,20181223
Laurinburg,1,0,1,0.00%,3,0:07:33,0.00%,0,$0.00 ,20181223
Morrisville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
New Bern,1,0,4,0.00%,5.5,0:07:33,0.00%,0,$0.00 ,20181223
Oxford,1,0,1,0.00%,11,0:28:13,0.00%,0,$0.00 ,20181223
Reidsville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Sylva,1,1,1,0.00%,3,0:00:45,0.00%,0,$0.00 ,20181223
Weaverville,1,0,4,25.00%,2.25,0:05:17,0.00%,0,$0.00 ,20181223
Welcome,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Williamston,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 ,20181223
Jackson,1,0,1,0.00%,3,0:04:25,0.00%,0,$0.00 ,20181223
New York,1,0,1,0.00%,2,0:00:43,0.00%,0,$0.00 ,20181223
Oklahoma City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Springfield,1,1,1,0.00%,3,0:16:05,0.00%,0,$0.00 ,20181223
Blythewood,1,0,4,50.00%,1.75,0:04:33,0.00%,0,$0.00 ,20181223
Charleston,1,0,3,33.33%,3.33,0:07:44,0.00%,0,$0.00 ,20181223
Clover,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Columbia,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Millington,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 ,20181223
Nashville,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 ,20181223
Frisco,1,1,2,0.00%,3.5,0:13:03,0.00%,0,$0.00 ,20181223
Charlottesville,1,0,4,50.00%,2.75,0:00:53,0.00%,0,$0.00 ,20181223
Danville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Gloucester Point,1,0,4,50.00%,2.25,0:00:49,0.00%,0,$0.00 ,20181223
Hampton,1,0,1,0.00%,2,0:01:09,0.00%,0,$0.00 ,20181223
Richmond,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 ,20181223
Virginia Beach,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
Carolina Forest,1,1,1,0.00%,5,0:01:01,0.00%,0,$0.00 ,20181223
East Point,1,1,1,0.00%,6,0:02:59,0.00%,0,$0.00 ,20181223
Friendly,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181223
Seabrook,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181223
,365,150,687,37.55%,3.18,0:04:28,0.00%,0,$0.00 ,20181223
Durham,197,75,271,37.64%,2.41,0:03:21,0.00%,0,$0.00 ,20181230
Raleigh,45,21,65,58.46%,1.86,0:01:42,0.00%,0,$0.00 ,20181230
Charlotte,42,12,53,54.72%,2.21,0:05:03,0.00%,0,$0.00 ,20181230
Atlanta,23,7,30,46.67%,2.27,0:03:20,0.00%,0,$0.00 ,20181230
Franklin,11,5,17,52.94%,1.94,0:02:46,0.00%,0,$0.00 ,20181230
Cary,7,2,9,22.22%,2.11,0:01:07,0.00%,0,$0.00 ,20181230
New York,6,2,6,33.33%,2.33,0:02:58,0.00%,0,$0.00 ,20181230
Norfolk,5,5,5,60.00%,2.2,0:00:27,0.00%,0,$0.00 ,20181230
Hillsborough,4,2,6,66.67%,1.83,0:02:09,0.00%,0,$0.00 ,20181230
Tysons,4,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Wake Forest,3,1,7,28.57%,2.43,0:03:36,0.00%,0,$0.00 ,20181230
Washington,2,1,2,0.00%,3,0:10:56,0.00%,0,$0.00 ,20181230
Fort Lauderdale,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Orlando,2,0,2,50.00%,1.5,0:00:21,0.00%,0,$0.00 ,20181230
Chapel Hill,2,0,3,33.33%,2,0:01:41,0.00%,0,$0.00 ,20181230
Greensboro,2,0,3,66.67%,2,0:00:18,0.00%,0,$0.00 ,20181230
Jacksonville,2,2,2,50.00%,2,0:04:21,0.00%,0,$0.00 ,20181230
Rocky Mount,2,1,2,50.00%,1.5,0:14:17,0.00%,0,$0.00 ,20181230
Sylva,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Winston-Salem,2,0,2,0.00%,2,0:01:11,0.00%,0,$0.00 ,20181230
Charleston,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Nashville,2,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Kamloops,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Singapore,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Surprise,1,0,1,0.00%,3,0:04:07,0.00%,0,$0.00 ,20181230
Miami,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Winter Haven,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 ,20181230
Redan,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Chicago,1,1,1,0.00%,7,0:57:29,0.00%,0,$0.00 ,20181230
Springfield,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Olathe,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181230
Billerica,1,1,2,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181230
Springfield,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Hyattsville,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 ,20181230
Suitland-Silver Hill,1,0,3,66.67%,2,0:06:57,0.00%,0,$0.00 ,20181230
Upper Marlboro,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 ,20181230
Black Mountain,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Brasstown,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Burlington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Butner,1,1,1,0.00%,3,0:03:36,0.00%,0,$0.00 ,20181230
Carrboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Clayton,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Creedmoor,1,0,2,0.00%,2,0:00:09,0.00%,0,$0.00 ,20181230
Fuquay Varina,1,1,1,0.00%,3,0:01:46,0.00%,0,$0.00 ,20181230
King,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
Knightdale,1,0,2,0.00%,3,0:00:27,0.00%,0,$0.00 ,20181230
Mebane,1,0,2,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181230
Murphy,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181230
